signal_date,samples,average,median,worst,best,wins,win_rate_pct
20260720,9,3.072180270099144,1.7539607176770389,-6.471643919656456,11.190125733742384,8,88.88888888888889
20260721,9,2.5471308165620155,1.8126340353544768,-5.937328202308956,10.831948871415499,6,66.66666666666666
20260722,4,2.444863831395125,1.8252066873935935,-1.193389857067051,7.322431807860363,2,50.0
20260723,6,-0.9317623782188719,-1.3885442923878832,-5.54847412455678,4.713401696509267,3,50.0
